musher,checkName,checkPlace,index
Linwood Fiedler,Takotna,15,9
Linwood Fiedler,Unalakleet,15,17
Linwood Fiedler,White Mountain,12,21
Linwood Fiedler,Willow,14,1
Linwood Fiedler,Yentna,5,2
Marcelle Fressineau,Finger Lake,46,4
Marcelle Fressineau,Iditarod,47,11
Marcelle Fressineau,McGrath,46,8
Marcelle Fressineau,Nikolai,47,7
Marcelle Fressineau,Ophir,34,10
Marcelle Fressineau,Rainy Pass,45,5
Marcelle Fressineau,Rohn,49,6
Marcelle Fressineau,Skwentna,20,3
Marcelle Fressineau,Takotna,39,9
Marcelle Fressineau,Willow,26,1
Marcelle Fressineau,Yentna,25,2
Martin Apayauq Reitan,Anvik,37,13
Martin Apayauq Reitan,Eagle Island,37,15
Martin Apayauq Reitan,Elim,33,20
Martin Apayauq Reitan,Finger Lake,35,4
Martin Apayauq Reitan,Grayling,37,14
Martin Apayauq Reitan,Iditarod,37,11
Martin Apayauq Reitan,Kaltag,39,16
Martin Apayauq Reitan,Koyuk,33,19
Martin Apayauq Reitan,McGrath,41,8
Martin Apayauq Reitan,Nikolai,38,7
Martin Apayauq Reitan,Nome,29,23
Martin Apayauq Reitan,Ophir,42,10
Martin Apayauq Reitan,Rainy Pass,41,5
Martin Apayauq Reitan,Rohn,47,6
Martin Apayauq Reitan,Safety,30,22
Martin Apayauq Reitan,Shageluk,38,12
Martin Apayauq Reitan,Shaktoolik,36,18
Martin Apayauq Reitan,Skwentna,23,3
Martin Apayauq Reitan,Takotna,25,9
Martin Apayauq Reitan,Unalakleet,36,17
Martin Apayauq Reitan,White Mountain,30,21
Martin Apayauq Reitan,Willow,38,1
Martin Apayauq Reitan,Yentna,40,2
Martin Buser,Anvik,33,13
Martin Buser,Eagle Island,31,15
Martin Buser,Elim,26,20
Martin Buser,Finger Lake,37,4
Martin Buser,Grayling,32,14
Martin Buser,Iditarod,4,11
Martin Buser,Kaltag,30,16
Martin Buser,Koyuk,27,19
Martin Buser,McGrath,22,8
Martin Buser,Nikolai,20,7
Martin Buser,Nome,23,23
Martin Buser,Ophir,5,10
Martin Buser,Rainy Pass,23,5
Martin Buser,Rohn,26,6
Martin Buser,Safety,23,22
Martin Buser,Shageluk,31,12
Martin Buser,Shaktoolik,30,18
Martin Buser,Skwentna,41,3
Martin Buser,Takotna,21,9
Martin Buser,Unalakleet,31,17
Martin Buser,White Mountain,25,21
Martin Buser,Willow,20,1
Martin Buser,Yentna,11,2
Mats Pettersson,Anvik,15,13
Mats Pettersson,Eagle Island,13,15
Mats Pettersson,Elim,14,20
Mats Pettersson,Finger Lake,10,4
Mats Pettersson,Grayling,14,14
Mats Pettersson,Iditarod,15,11
Mats Pettersson,Kaltag,11,16
Mats Pettersson,Koyuk,15,19
Mats Pettersson,McGrath,16,8
Mats Pettersson,Nikolai,14,7
Mats Pettersson,Nome,20,23
Mats Pettersson,Ophir,22,10
Mats Pettersson,Rainy Pass,10,5
Mats Pettersson,Rohn,13,6
Mats Pettersson,Safety,20,22
Mats Pettersson,Shageluk,13,12
Mats Pettersson,Shaktoolik,14,18
Mats Pettersson,Skwentna,3,3
Mats Pettersson,Takotna,12,9
Mats Pettersson,Unalakleet,14,17
Mats Pettersson,White Mountain,19,21
Mats Pettersson,Willow,3,1
Mats Pettersson,Yentna,2,2
Matt Hall,Anvik,13,13
Matt Hall,Eagle Island,16,15
Matt Hall,Elim,5,20
Matt Hall,Finger Lake,14,4
Matt Hall,Grayling,13,14
Matt Hall,Iditarod,13,11
Matt Hall,Kaltag,13,16
Matt Hall,Koyuk,7,19
Matt Hall,McGrath,6,8
Matt Hall,Nikolai,5,7
Matt Hall,Nome,6,23
Matt Hall,Ophir,14,10
Matt Hall,Rainy Pass,5,5
Matt Hall,Rohn,8,6
Matt Hall,Safety,7,22
Matt Hall,Shageluk,10,12
Matt Hall,Shaktoolik,9,18
Matt Hall,Skwentna,2,3
Matt Hall,Takotna,5,9
Matt Hall,Unalakleet,9,17
Matt Hall,White Mountain,5,21
Matt Hall,Willow,2,1
Matt Hall,Yentna,3,2
Matthew Failor,Anvik,9,13
Matthew Failor,Eagle Island,9,15
Matthew Failor,Elim,20,20
Matthew Failor,Finger Lake,12,4
Matthew Failor,Grayling,9,14
Matthew Failor,Iditarod,11,11
Matthew Failor,Kaltag,8,16
Matthew Failor,Koyuk,21,19
Matthew Failor,McGrath,12,8
Matthew Failor,Nikolai,12,7
Matthew Failor,Nome,18,23
Matthew Failor,Ophir,15,10
Matthew Failor,Rainy Pass,20,5
Matthew Failor,Rohn,15,6
Matthew Failor,Safety,19,22
Matthew Failor,Shageluk,8,12
Matthew Failor,Shaktoolik,8,18
Matthew Failor,Skwentna,19,3
Matthew Failor,Takotna,9,9
Matthew Failor,Unalakleet,8,17
Matthew Failor,White Mountain,20,21
Matthew Failor,Willow,16,1
Matthew Failor,Yentna,4,2
Michael Baker,Anvik,44,13
Michael Baker,Eagle Island,43,15
Michael Baker,Elim,34,20
Michael Baker,Finger Lake,45,4
Michael Baker,Grayling,44,14
Michael Baker,Iditarod,44,11
Michael Baker,Kaltag,43,16
Michael Baker,Koyuk,34,19
Michael Baker,McGrath,43,8
Michael Baker,Nikolai,45,7
Michael Baker,Nome,34,23
Michael Baker,Ophir,46,10
Michael Baker,Rainy Pass,44,5
Michael Baker,Rohn,43,6
Michael Baker,Safety,35,22
Michael Baker,Shageluk,42,12
Michael Baker,Shaktoolik,37,18
Michael Baker,Skwentna,47,3
Michael Baker,Takotna,33,9
Michael Baker,Unalakleet,38,17
Michael Baker,White Mountain,34,21
Michael Baker,Willow,40,1
Michael Baker,Yentna,34,2
Michi Konno,Anvik,22,13
Michi Konno,Eagle Island,23,15
Michi Konno,Elim,27,20
Michi Konno,Finger Lake,27,4
Michi Konno,Grayling,23,14
Michi Konno,Iditarod,23,11
Michi Konno,Kaltag,19,16
Michi Konno,Koyuk,26,19
Michi Konno,McGrath,25,8
Michi Konno,Nikolai,22,7
Michi Konno,Nome,26,23
Michi Konno,Ophir,28,10
Michi Konno,Rainy Pass,15,5
Michi Konno,Rohn,23,6
Michi Konno,Safety,26,22
Michi Konno,Shageluk,18,12
Michi Konno,Shaktoolik,22,18
Michi Konno,Skwentna,24,3
Michi Konno,Takotna,20,9
Michi Konno,Unalakleet,20,17
Michi Konno,White Mountain,27,21
Michi Konno,Willow,42,1
Michi Konno,Yentna,36,2
Mitch Seavey,Anvik,5,13
Mitch Seavey,Eagle Island,4,15
Mitch Seavey,Elim,6,20
Mitch Seavey,Finger Lake,13,4
Mitch Seavey,Grayling,5,14
Mitch Seavey,Iditarod,8,11
Mitch Seavey,Kaltag,5,16
Mitch Seavey,Koyuk,6,19
Mitch Seavey,McGrath,10,8
Mitch Seavey,Nikolai,10,7
Mitch Seavey,Nome,9,23
Mitch Seavey,Ophir,13,10
Mitch Seavey,Rainy Pass,17,5
Mitch Seavey,Rohn,10,6
Mitch Seavey,Safety,9,22
Mitch Seavey,Shageluk,5,12
Mitch Seavey,Shaktoolik,5,18
Mitch Seavey,Skwentna,12,3
Mitch Seavey,Takotna,8,9
Mitch Seavey,Unalakleet,5,17
Mitch Seavey,White Mountain,10,21
Mitch Seavey,Willow,31,1
Mitch Seavey,Yentna,33,2
Nicolas Petit,Anvik,1,13
Nicolas Petit,Eagle Island,3,15
Nicolas Petit,Finger Lake,9,4
Nicolas Petit,Grayling,1,14
Nicolas Petit,Iditarod,2,11
Nicolas Petit,Kaltag,2,16
Nicolas Petit,McGrath,1,8
Nicolas Petit,Nikolai,6,7
Nicolas Petit,Ophir,1,10
Nicolas Petit,Rainy Pass,1,5
Nicolas Petit,Rohn,1,6
Nicolas Petit,Shageluk,2,12
Nicolas Petit,Shaktoolik,1,18
Nicolas Petit,Skwentna,4,3
Nicolas Petit,Takotna,4,9
Nicolas Petit,Unalakleet,1,17
Nicolas Petit,Willow,19,1
Nicolas Petit,Yentna,14,2
Niklas Wikstrand,Anvik,38,13
Niklas Wikstrand,Eagle Island,38,15
Niklas Wikstrand,Finger Lake,39,4
Niklas Wikstrand,Grayling,38,14
Niklas Wikstrand,Iditarod,39,11
Niklas Wikstrand,Kaltag,38,16
Niklas Wikstrand,McGrath,39,8
Niklas Wikstrand,Nikolai,42,7
Niklas Wikstrand,Ophir,40,10
Niklas Wikstrand,Rainy Pass,43,5
Niklas Wikstrand,Rohn,41,6
Niklas Wikstrand,Shageluk,37,12
Niklas Wikstrand,Skwentna,44,3
Niklas Wikstrand,Takotna,45,9
Niklas Wikstrand,Willow,41,1
Niklas Wikstrand,Yentna,41,2
Paige Drobny,Anvik,10,13
Paige Drobny,Eagle Island,11,15
Paige Drobny,Elim,8,20
Paige Drobny,Finger Lake,33,4
Paige Drobny,Grayling,10,14
Paige Drobny,Iditarod,12,11
Paige Drobny,Kaltag,12,16
Paige Drobny,Koyuk,9,19
Paige Drobny,McGrath,13,8
Paige Drobny,Nikolai,16,7
Paige Drobny,Nome,7,23
Paige Drobny,Ophir,17,10
Paige Drobny,Rainy Pass,19,5
Paige Drobny,Rohn,22,6
Paige Drobny,Safety,6,22
Paige Drobny,Shageluk,9,12
Paige Drobny,Shaktoolik,10,18
Paige Drobny,Skwentna,38,3
Paige Drobny,Takotna,10,9
Paige Drobny,Unalakleet,10,17
Paige Drobny,White Mountain,7,21
Paige Drobny,Willow,39,1
Paige Drobny,Yentna,31,2
Peter Kaiser,Anvik,4,13
Peter Kaiser,Eagle Island,2,15
Peter Kaiser,Elim,1,20
Peter Kaiser,Finger Lake,7,4
Peter Kaiser,Grayling,4,14
Peter Kaiser,Iditarod,6,11
Peter Kaiser,Kaltag,1,16
Peter Kaiser,Koyuk,1,19
Peter Kaiser,McGrath,4,8
Peter Kaiser,Nikolai,2,7
Peter Kaiser,Nome,1,23
Peter Kaiser,Ophir,10,10
Peter Kaiser,Rainy Pass,2,5
Peter Kaiser,Rohn,2,6
Peter Kaiser,Safety,1,22
Peter Kaiser,Shageluk,4,12
Peter Kaiser,Shaktoolik,2,18
Peter Kaiser,Skwentna,17,3
Peter Kaiser,Takotna,3,9
Peter Kaiser,Unalakleet,2,17
Peter Kaiser,White Mountain,1,21
Peter Kaiser,Willow,8,1
Peter Kaiser,Yentna,6,2
Ramey Smyth,Anvik,17,13
Ramey Smyth,Eagle Island,15,15
Ramey Smyth,Elim,10,20
Ramey Smyth,Finger Lake,21,4
Ramey Smyth,Grayling,16,14
Ramey Smyth,Iditarod,22,11
Ramey Smyth,Kaltag,17,16
Ramey Smyth,Koyuk,11,19
Ramey Smyth,McGrath,21,8
Ramey Smyth,Nikolai,21,7
Ramey Smyth,Nome,8,23
Ramey Smyth,Ophir,24,10
Ramey Smyth,Rainy Pass,32,5
Ramey Smyth,Rohn,21,6
Ramey Smyth,Safety,8,22
Ramey Smyth,Shageluk,23,12
Ramey Smyth,Shaktoolik,17,18
Ramey Smyth,Skwentna,7,3
Ramey Smyth,Takotna,31,9
Ramey Smyth,Unalakleet,16,17
Ramey Smyth,White Mountain,8,21
Ramey Smyth,Willow,5,1
Ramey Smyth,Yentna,12,2
Richie Beattie,Anvik,34,13
Richie Beattie,Eagle Island,32,15
Richie Beattie,Elim,22,20
Richie Beattie,Finger Lake,43,4
Richie Beattie,Grayling,34,14
Richie Beattie,Iditarod,33,11
Richie Beattie,Kaltag,29,16
Richie Beattie,Koyuk,24,19
Richie Beattie,McGrath,33,8
Richie Beattie,Nikolai,34,7
Richie Beattie,Nome,21,23
Richie Beattie,Ophir,32,10
Richie Beattie,Rainy Pass,27,5
Richie Beattie,Rohn,36,6
Richie Beattie,Safety,21,22
Richie Beattie,Shageluk,32,12
Richie Beattie,Shaktoolik,28,18
Richie Beattie,Skwentna,45,3
Richie Beattie,Takotna,37,9
Richie Beattie,Unalakleet,27,17
Richie Beattie,White Mountain,22,21
Richie Beattie,Willow,49,1
Richie Beattie,Yentna,50,2
Richie Diehl,Anvik,7,13
Richie Diehl,Eagle Island,5,15
Richie Diehl,Elim,11,20
Richie Diehl,Finger Lake,4,4
Richie Diehl,Grayling,7,14
Richie Diehl,Iditarod,7,11
Richie Diehl,Kaltag,9,16
Richie Diehl,Koyuk,13,19
Richie Diehl,McGrath,8,8
Richie Diehl,Nikolai,8,7
Richie Diehl,Nome,11,23
Richie Diehl,Ophir,11,10
Richie Diehl,Rainy Pass,13,5
Richie Diehl,Rohn,12,6
Richie Diehl,Safety,11,22
Richie Diehl,Shageluk,6,12
Richie Diehl,Shaktoolik,15,18
Richie Diehl,Skwentna,31,3
Richie Diehl,Takotna,6,9
Richie Diehl,Unalakleet,17,17
Richie Diehl,White Mountain,11,21
Richie Diehl,Willow,28,1
Richie Diehl,Yentna,22,2
Robert Redington,Anvik,32,13
Robert Redington,Eagle Island,30,15
Robert Redington,Finger Lake,24,4
Robert Redington,Grayling,33,14
Robert Redington,Iditarod,34,11
Robert Redington,Kaltag,31,16
Robert Redington,McGrath,35,8
Robert Redington,Nikolai,36,7
Robert Redington,Ophir,35,10
Robert Redington,Rainy Pass,33,5
Robert Redington,Rohn,32,6
Robert Redington,Shageluk,35,12
Robert Redington,Skwentna,49,3
Robert Redington,Takotna,40,9
Robert Redington,Willow,33,1
Robert Redington,Yentna,42,2
Ryan Redington,Anvik,8,13
Ryan Redington,Eagle Island,7,15
Ryan Redington,Finger Lake,8,4
Ryan Redington,Grayling,8,14
Ryan Redington,Iditarod,9,11
Ryan Redington,Kaltag,10,16
Ryan Redington,McGrath,7,8
Ryan Redington,Nikolai,7,7
Ryan Redington,Ophir,12,10
Ryan Redington,Rainy Pass,3,5
Ryan Redington,Rohn,4,6
Ryan Redington,Shageluk,7,12
Ryan Redington,Shaktoolik,13,18
Ryan Redington,Skwentna,11,3
Ryan Redington,Takotna,7,9
Ryan Redington,Unalakleet,12,17
Ryan Redington,Willow,21,1
Ryan Redington,Yentna,16,2
Ryan Santiago,Anvik,40,13
Ryan Santiago,Eagle Island,40,15
Ryan Santiago,Elim,31,20
Ryan Santiago,Finger Lake,49,4
Ryan Santiago,Grayling,40,14
Ryan Santiago,Iditarod,40,11
Ryan Santiago,Kaltag,37,16
Ryan Santiago,Koyuk,31,19
Ryan Santiago,McGrath,44,8
Ryan Santiago,Nikolai,46,7
Ryan Santiago,Nome,30,23
Ryan Santiago,Ophir,41,10
Ryan Santiago,Rainy Pass,47,5
Ryan Santiago,Rohn,45,6
Ryan Santiago,Safety,29,22
Ryan Santiago,Shageluk,40,12
Ryan Santiago,Shaktoolik,35,18
Ryan Santiago,Skwentna,51,3
Ryan Santiago,Takotna,47,9
Ryan Santiago,Unalakleet,37,17
Ryan Santiago,White Mountain,29,21
Ryan Santiago,Willow,48,1
Ryan Santiago,Yentna,43,2
Sarah Stokey,Anvik,29,13
Sarah Stokey,Eagle Island,35,15
Sarah Stokey,Elim,28,20
Sarah Stokey,Finger Lake,23,4
Sarah Stokey,Grayling,27,14
Sarah Stokey,Iditarod,20,11
Sarah Stokey,Kaltag,35,16
Sarah Stokey,Koyuk,29,19
Sarah Stokey,McGrath,20,8
Sarah Stokey,Nikolai,19,7
Sarah Stokey,Nome,35,23
Sarah Stokey,Ophir,19,10
Sarah Stokey,Rainy Pass,11,5
Sarah Stokey,Rohn,20,6
Sarah Stokey,Safety,33,22
Sarah Stokey,Shageluk,28,12
Sarah Stokey,Shaktoolik,32,18
Sarah Stokey,Skwentna,16,3
Sarah Stokey,Takotna,28,9
Sarah Stokey,Unalakleet,33,17
Sarah Stokey,White Mountain,33,21
Sarah Stokey,Willow,51,1
Sarah Stokey,Yentna,46,2
Sebastien Dos Santos Borges,Anvik,39,13
Sebastien Dos Santos Borges,Eagle Island,39,15
Sebastien Dos Santos Borges,Finger Lake,47,4
Sebastien Dos Santos Borges,Grayling,39,14
Sebastien Dos Santos Borges,Iditarod,38,11
Sebastien Dos Santos Borges,Kaltag,40,16
Sebastien Dos Santos Borges,McGrath,38,8
Sebastien Dos Santos Borges,Nikolai,37,7
Sebastien Dos Santos Borges,Ophir,38,10
Sebastien Dos Santos Borges,Rainy Pass,28,5
Sebastien Dos Santos Borges,Rohn,37,6
Sebastien Dos Santos Borges,Shageluk,39,12
Sebastien Dos Santos Borges,Skwentna,43,3
Sebastien Dos Santos Borges,Takotna,43,9
Sebastien Dos Santos Borges,Unalakleet,40,17
Sebastien Dos Santos Borges,Willow,45,1
Sebastien Dos Santos Borges,Yentna,48,2
Seth Barnes,Anvik,27,13
Seth Barnes,Eagle Island,24,15
Seth Barnes,Elim,19,20
Seth Barnes,Finger Lake,30,4
Seth Barnes,Grayling,26,14
Seth Barnes,Iditarod,31,11
Seth Barnes,Kaltag,26,16
Seth Barnes,Koyuk,19,19
Seth Barnes,McGrath,32,8
Seth Barnes,Nikolai,30,7
Seth Barnes,Nome,19,23
Seth Barnes,Ophir,30,10
Seth Barnes,Rainy Pass,37,5
Seth Barnes,Rohn,33,6
Seth Barnes,Safety,18,22
Seth Barnes,Shageluk,30,12
Seth Barnes,Shaktoolik,24,18
Seth Barnes,Skwentna,42,3
Seth Barnes,Takotna,36,9
Seth Barnes,Unalakleet,24,17
Seth Barnes,White Mountain,18,21
Seth Barnes,Willow,44,1
Seth Barnes,Yentna,45,2
Shaynee Traska,Finger Lake,31,4
Shaynee Traska,Nikolai,39,7
Shaynee Traska,Rainy Pass,39,5
Shaynee Traska,Rohn,39,6
Shaynee Traska,Skwentna,36,3
Shaynee Traska,Willow,6,1
Shaynee Traska,Yentna,52,2
Travis Beals,Anvik,16,13
Travis Beals,Eagle Island,14,15
Travis Beals,Elim,7,20
Travis Beals,Finger Lake,15,4
Travis Beals,Grayling,15,14
Travis Beals,Iditarod,14,11
Travis Beals,Kaltag,14,16
Travis Beals,Koyuk,8,19
Travis Beals,McGrath,9,8
Travis Beals,Nikolai,9,7
Travis Beals,Nome,5,23
Travis Beals,Ophir,18,10
Travis Beals,Rainy Pass,14,5
Travis Beals,Rohn,14,6
Travis Beals,Safety,5,22
Travis Beals,Shageluk,14,12
Travis Beals,Shaktoolik,11,18
Travis Beals,Skwentna,14,3
Travis Beals,Takotna,14,9
Travis Beals,Unalakleet,11,17
Travis Beals,White Mountain,6,21
Travis Beals,Willow,50,1
Travis Beals,Yentna,38,2
Victoria Hardwick,Anvik,47,13
Victoria Hardwick,Eagle Island,46,15
Victoria Hardwick,Elim,39,20
Victoria Hardwick,Finger Lake,52,4
Victoria Hardwick,Grayling,47,14
Victoria Hardwick,Iditarod,49,11
Victoria Hardwick,Kaltag,47,16
Victoria Hardwick,Koyuk,39,19
Victoria Hardwick,McGrath,50,8
Victoria Hardwick,Nikolai,52,7
Victoria Hardwick,Nome,40,23
Victoria Hardwick,Ophir,48,10
Victoria Hardwick,Rainy Pass,52,5
Victoria Hardwick,Rohn,52,6
Victoria Hardwick,Safety,41,22
Victoria Hardwick,Shageluk,47,12
Victoria Hardwick,Shaktoolik,42,18
Victoria Hardwick,Skwentna,50,3
Victoria Hardwick,Takotna,50,9
Victoria Hardwick,Unalakleet,44,17
Victoria Hardwick,White Mountain,41,21
Victoria Hardwick,Willow,29,1
Victoria Hardwick,Yentna,35,2
Wade Marrs,Anvik,26,13
Wade Marrs,Eagle Island,19,15
Wade Marrs,Elim,15,20
Wade Marrs,Finger Lake,17,4
Wade Marrs,Grayling,20,14
Wade Marrs,Iditarod,16,11
Wade Marrs,Kaltag,23,16
Wade Marrs,Koyuk,16,19
Wade Marrs,McGrath,14,8
Wade Marrs,Nikolai,17,7
Wade Marrs,Nome,14,23
Wade Marrs,Ophir,16,10
Wade Marrs,Rainy Pass,31,5
Wade Marrs,Rohn,17,6
Wade Marrs,Safety,14,22
Wade Marrs,Shageluk,29,12
Wade Marrs,Shaktoolik,19,18
Wade Marrs,Skwentna,18,3
Wade Marrs,Takotna,27,9
Wade Marrs,Unalakleet,19,17
Wade Marrs,White Mountain,14,21
Wade Marrs,Willow,35,1
Wade Marrs,Yentna,26,2
